Sample	Tray	Weight
80	3	1.114
80	4	1.120
80	5	1.117
80	6	1.122
80	7	1.134
80	8	1.143
80	9	1.121
80	10	1.106
80	11	1.127
80	12	1.119
80	13	1.129
80	14	1.119
80	15	1.123
80	16	1.131
80	17	1.135
80	18	1.131
80	19	1.125
80	20	1.127
80	21	1.127
80	22	1.131
81	1	1.093
81	2	1.115
81	3	1.112
81	4	1.116
81	5	1.112
81	6	1.113
81	7	1.124
81	8	1.140
81	9	1.117
81	10	1.102
81	11	1.125
81	12	1.112
81	13	1.126
81	14	1.112
81	15	1.116
81	16	1.116
81	17	1.124
81	18	1.129
81	19	1.114
81	20	1.124
81	21	1.115
81	22	1.119
82	1	1.092
82	2	1.118
82	3	1.115
82	4	1.119
82	5	1.116
82	6	1.117
82	7	1.125
82	8	1.139
82	9	1.119
82	10	1.100
82	11	1.126
82	12	1.118
82	13	1.128
82	14	1.116
82	15	1.121
82	16	1.118
82	17	1.123
82	18	1.127
82	19	1.118
82	20	1.123
82	21	1.116
82	22	1.124
83	1	1.093
83	2	1.116
83	3	1.115
83	4	1.118
83	5	1.117
83	6	1.113
83	7	1.121
83	8	1.140
83	9	1.119
83	10	1.100
83	11	1.121
83	12	1.110
83	13	1.126
83	14	1.113
83	15	1.116
83	16	1.128
83	17	1.132
83	18	1.124
83	19	1.118
83	20	1.121
83	21	1.117
83	22	1.132
84	1	1.095
84	2	1.116
84	3	1.109
84	4	1.109
84	5	1.108
84	6	1.114
84	7	1.121
84	8	1.138
84	9	1.119
84	10	1.099
84	11	1.121
84	12	1.114
84	13	1.120
84	14	1.117
84	15	1.119
84	16	1.115
84	17	1.123
84	18	1.124
84	19	1.119
84	20	1.122
84	21	1.117
84	22	1.115
85	1	1.092
85	2	1.116
85	3	1.112
85	4	1.120
85	5	1.116
85	6	1.116
85	7	1.129
85	8	1.135
85	9	1.119
85	10	1.104
85	11	1.127
85	12	1.115
85	13	1.126
85	14	1.119
85	15	1.123
85	16	1.118
85	17	1.130
85	18	1.127
85	19	1.124
85	20	1.126
85	21	1.123
85	22	1.125
86	1	1.092
86	2	1.118
86	3	1.115
86	4	1.116
86	5	1.116
86	6	1.120
86	7	1.124
86	8	1.134
86	9	1.120
86	10	1.098
86	11	1.125
86	12	1.111
86	13	1.124
86	14	1.114
86	15	1.121
86	16	1.112
86	17	1.119
86	18	1.125
86	19	1.121
86	20	1.123
86	21	1.119
86	22	1.121
87	1	1.090
87	2	1.116
87	3	1.113
87	4	1.111
87	5	1.112
87	6	1.116
87	7	1.123
87	8	1.139
87	9	1.121
87	10	1.100
87	11	1.126
87	12	1.112
87	13	1.121
87	14	1.118
87	15	1.117
87	16	1.113
87	17	1.121
87	18	1.123
87	19	1.118
87	20	1.121
87	21	1.119
87	22	1.123
88	1	1.091
88	2	1.111
88	3	1.108
88	4	1.116
88	5	1.116
88	6	1.118
88	7	1.122
88	8	1.140
88	9	1.119
88	10	1.100
88	11	1.122
88	12	1.110
88	13	1.128
88	14	1.114
88	15	1.120
88	16	1.113
88	17	1.122
88	18	1.124
88	19	1.120
88	20	1.121
88	21	1.122
88	22	1.117
89	1	1.091
89	2	1.114
89	3	1.110
89	4	1.113
89	5	1.113
89	6	1.115
89	7	1.127
89	8	1.141
89	9	1.118
89	10	1.102
89	11	1.122
89	12	1.114
89	13	1.127
89	14	1.118
89	15	1.117
89	16	1.114
89	17	1.126
89	18	1.124
89	19	1.120
89	20	1.126
89	21	1.121
89	22	1.121
90	1	1.095
90	2	1.111
90	3	1.107
90	4	1.114
90	5	1.113
90	6	1.114
90	7	1.122
90	8	1.131
90	9	1.120
90	10	1.099
90	11	1.122
90	12	1.113
90	13	1.123
90	14	1.116
90	15	1.115
90	16	1.113
90	17	1.122
90	18	1.125
90	19	1.119
90	20	1.120
90	21	1.119
90	22	1.121
91	1	1.099
91	2	1.114
91	3	1.107
91	4	1.118
91	5	1.113
91	6	1.118
91	7	1.126
91	8	1.136
91	9	1.119
91	10	1.100
91	11	1.121
91	12	1.113
91	13	1.122
91	14	1.117
91	15	1.122
91	16	1.115
91	17	1.122
91	18	1.128
91	19	1.120
91	20	1.127
91	21	1.125
91	22	1.122
92	1	1.094
92	2	1.109
92	3	1.107
92	4	1.114
92	5	1.112
92	6	1.112
92	7	1.122
92	8	1.134
92	9	1.117
92	10	1.099
92	11	1.122
92	12	1.110
92	13	1.125
92	14	1.115
92	15	1.116
92	16	1.113
92	17	1.121
92	18	1.124
92	19	1.117
92	20	1.121
92	21	1.121
92	22	1.122
93	1	1.091
93	2	1.112
93	3	1.115
93	4	1.120
93	5	1.115
93	6	1.114
93	7	1.130
93	8	1.138
93	9	1.121
93	10	1.100
93	11	1.125
93	12	1.114
93	13	1.124
93	14	1.114
93	15	1.117
93	16	1.118
93	17	1.128
93	18	1.128
93	19	1.113
93	20	1.124
93	21	1.124
93	22	1.128
94	1	1.092
94	2	1.116
94	3	1.111
94	4	1.116
94	5	1.113
94	6	1.112
94	7	1.124
94	8	1.133
94	9	1.118
94	10	1.101
94	11	1.121
94	12	1.111
94	13	1.125
94	14	1.113
94	15	1.118
94	16	1.115
94	17	1.122
94	18	1.124
94	19	1.113
94	20	1.120
94	21	1.117
94	22	1.125
95	1	1.096
95	2	1.116
95	3	1.113
95	4	1.121
95	5	1.119
95	6	1.116
95	7	1.130
95	8	1.136
95	9	1.121
95	10	1.101
95	11	1.124
95	12	1.117
95	13	1.130
95	14	1.115
95	15	1.119
95	16	1.118
95	17	1.125
95	18	1.129
95	19	1.118
95	20	1.127
95	21	1.123
95	22	1.126
96	1	1.093
96	2	1.113
96	3	1.115
96	4	1.113
96	5	1.119
96	6	1.115
96	7	1.129
96	8	1.140
96	9	1.123
96	10	1.102
96	11	1.125
96	12	1.114
96	13	1.126
96	14	1.118
96	15	1.116
96	16	1.115
96	17	1.127
96	18	1.128
96	19	1.120
96	20	1.125
96	21	1.121
96	22	1.133
97	1	1.093
97	2	1.114
97	3	1.108
97	4	1.118
97	5	1.118
97	6	1.114
97	7	1.125
97	8	1.135
97	9	1.118
97	10	1.100
97	11	1.122
97	12	1.111
97	13	1.123
97	14	1.115
97	15	1.119
97	16	1.116
97	17	1.127
97	18	1.128
97	19	1.118
97	20	1.125
97	21	1.123
97	22	1.125
98	1	1.095
98	2	1.117
98	3	1.117
98	4	1.117
98	5	1.121
98	6	1.122
98	7	1.127
98	8	1.141
98	9	1.122
98	10	1.103
98	11	1.127
98	12	1.118
98	13	1.129
98	14	1.120
98	15	1.122
98	16	1.118
98	17	1.126
98	18	1.129
98	19	1.117
98	20	1.123
98	21	1.122
98	22	1.135
99	1	1.093
99	2	1.118
99	3	1.110
99	4	1.116
99	5	1.115
99	6	1.115
99	7	1.129
99	8	1.136
99	9	1.118
99	10	1.103
99	11	1.129
99	12	1.111
99	13	1.128
99	14	1.115
99	15	1.121
99	16	1.116
99	17	1.124
99	18	1.126
99	19	1.117
99	20	1.120
99	21	1.123
99	22	1.124
100	1	1.091
100	2	1.111
100	3	1.112
100	4	1.116
100	5	1.117
100	6	1.111
100	7	1.123
100	8	1.132
100	9	1.114
100	10	1.097
100	11	1.124
100	12	1.111
100	13	1.121
100	14	1.116
100	15	1.117
100	16	1.119
100	17	1.126
100	18	1.126
100	19	1.113
100	20	1.118
100	21	1.118
100	22	1.131
101	1	1.090
101	2	1.114
101	3	1.110
101	4	1.117
101	5	1.118
101	6	1.113
101	7	1.127
101	8	1.139
101	9	1.120
101	10	1.101
101	11	1.124
101	12	1.116
101	13	1.126
101	14	1.116
101	15	1.122
101	16	1.115
101	17	1.125
101	18	1.127
101	19	1.115
101	20	1.124
101	21	1.124
101	22	1.127
102	1	1.089
102	2	1.114
102	3	1.114
102	4	1.116
102	5	1.119
102	6	1.116
102	7	1.121
102	8	1.133
102	9	1.118
102	10	1.102
102	11	1.125
102	12	1.112
102	13	1.124
102	14	1.116
102	15	1.117
102	16	1.126
102	17	1.131
102	18	1.125
102	19	1.112
102	20	1.120
102	21	1.120
102	22	1.140
103	1	1.093
103	2	1.116
103	3	1.110
103	4	1.117
103	5	1.120
103	6	1.121
103	7	1.123
103	8	1.133
103	9	1.119
103	10	1.099
103	11	1.129
103	12	1.112
103	13	1.128
103	14	1.114
103	15	1.116
103	16	1.121
103	17	1.125
103	18	1.126
103	19	1.115
103	20	1.117
103	21	1.120
103	22	1.128
104	1	1.092
104	2	1.112
104	3	1.109
104	4	1.115
104	5	1.116
104	6	1.115
104	7	1.123
104	8	1.131
104	9	1.116
104	10	1.097
104	11	1.123
104	12	1.113
104	13	1.124
104	14	1.111
104	15	1.116
104	16	1.120
104	17	1.127
104	18	1.123
104	19	1.116
104	20	1.120
104	21	1.122
104	22	1.129
105	1	1.095
105	2	1.119
105	3	1.117
105	4	1.119
105	5	1.117
105	6	1.120
105	7	1.128
105	8	1.135
105	9	1.119
105	10	1.101
105	11	1.125
105	12	1.112
105	13	1.128
105	14	1.118
105	15	1.120
105	16	1.114
105	17	1.121
105	18	1.127
105	19	1.118
105	20	1.127
105	21	1.123
105	22	1.121
106	1	1.089
106	2	1.118
106	3	1.111
106	4	1.117
106	5	1.115
106	6	1.120
106	7	1.123
106	8	1.138
106	9	1.116
106	10	1.101
106	11	1.128
106	12	1.116
106	13	1.123
106	14	1.115
106	15	1.120
106	16	1.115
106	17	1.125
106	18	1.131
106	19	1.122
106	20	1.120
106	21	1.120
106	22	1.123
107	1	1.091
107	2	1.120
107	3	1.112
107	4	1.121
107	5	1.121
107	6	1.118
107	7	1.129
107	8	1.141
107	9	1.121
107	10	1.102
107	11	1.129
107	12	1.114
107	13	1.130
107	14	1.120
107	15	1.116
107	16	1.114
107	17	1.124
107	18	1.128
107	19	1.127
107	20	1.127
107	21	1.124
107	22	1.123
108	1	1.089
108	2	1.113
108	3	1.114
108	4	1.120
108	5	1.115
108	6	1.115
108	7	1.121
108	8	1.132
108	9	1.117
108	10	1.098
108	11	1.125
108	12	1.111
108	13	1.124
108	14	1.113
108	15	1.114
108	16	1.111
108	17	1.119
108	18	1.124
108	19	1.121
108	20	1.121
108	21	1.120
108	22	1.119
109	1	1.091
109	2	1.118
109	3	1.116
109	4	1.118
109	5	1.120
109	6	1.117
109	7	1.124
109	8	1.134
109	9	1.118
109	10	1.102
109	11	1.127
109	12	1.117
109	13	1.126
109	14	1.118
109	15	1.118
109	16	1.115
109	17	1.122
109	18	1.127
109	19	1.125
109	20	1.122
109	21	1.121
109	22	1.128
110	1	1.099
110	2	1.116
110	3	1.117
110	4	1.122
110	5	1.116
110	6	1.116
110	7	1.126
110	8	1.141
110	9	1.119
110	10	1.103
110	11	1.123
110	12	1.116
110	13	1.123
110	14	1.118
110	15	1.118
110	16	1.114
110	17	1.127
110	18	1.132
110	19	1.126
110	20	1.122
110	21	1.122
110	22	1.126
111	1	1.099
111	2	1.115
111	3	1.109
111	4	1.117
111	5	1.119
111	6	1.114
111	7	1.127
111	8	1.133
111	9	1.120
111	10	1.103
111	11	1.127
111	12	1.115
111	13	1.125
111	14	1.118
111	15	1.118
111	16	1.114
111	17	1.127
111	18	1.126
111	19	1.122
111	20	1.124
111	21	1.124
111	22	1.128
112	1	1.098
112	2	1.120
112	3	1.118
112	4	1.119
112	5	1.122
112	6	1.114
112	7	1.123
112	8	1.136
112	9	1.120
112	10	1.103
112	11	1.129
112	12	1.116
112	13	1.128
112	14	1.117
112	15	1.118
112	16	1.118
112	17	1.124
112	18	1.126
112	19	1.123
112	20	1.120
112	21	1.129
112	22	1.126
113	1	1.087
113	2	1.118
113	3	1.112
113	4	1.121
113	5	1.121
113	6	1.118
113	7	1.126
113	8	1.134
113	9	1.117
113	10	1.102
113	11	1.130
113	12	1.116
113	13	1.124
113	14	1.115
113	15	1.119
113	16	1.113
113	17	1.124
113	18	1.128
113	19	1.120
113	20	1.123
113	21	1.127
113	22	1.125
114	1	1.093
114	2	1.111
114	3	1.105
114	4	1.114
114	5	1.115
114	6	1.113
114	7	1.125
114	8	1.134
114	9	1.117
114	10	1.097
114	11	1.123
114	12	1.115
114	13	1.128
114	14	1.116
114	15	1.118
114	16	1.114
114	17	1.120
114	18	1.123
114	19	1.117
114	20	1.124
114	21	1.125
114	22	1.122
115	1	1.091
115	2	1.117
115	3	1.112
115	4	1.113
115	5	1.113
115	6	1.118
115	7	1.120
115	8	1.137
115	9	1.117
115	10	1.100
115	11	1.123
115	12	1.109
115	13	1.126
115	14	1.112
115	15	1.117
115	16	1.112
115	17	1.121
115	18	1.124
115	19	1.119
115	20	1.118
115	21	1.123
115	22	1.120
116	1	1.092
116	2	1.113
116	3	1.112
116	4	1.113
116	5	1.113
116	6	1.117
116	7	1.120
116	8	1.136
116	9	1.116
116	10	1.097
116	11	1.124
116	12	1.113
116	13	1.127
116	14	1.116
116	15	1.116
116	16	1.110
116	17	1.122
116	18	1.123
116	19	1.121
116	20	1.118
116	21	1.118
116	22	1.115
117	1	1.092
117	2	1.116
117	3	1.113
117	4	1.119
117	5	1.115
117	6	1.115
117	7	1.120
117	8	1.136
117	9	1.118
117	10	1.098
117	11	1.122
117	12	1.109
117	13	1.124
117	14	1.113
117	15	1.118
117	16	1.116
117	17	1.119
117	18	1.125
117	19	1.120
117	20	1.119
117	21	1.118
117	22	1.118
118	1	1.093
118	2	1.118
118	3	1.111
118	4	1.119
118	5	1.117
118	6	1.115
118	7	1.122
118	8	1.134
118	9	1.120
118	10	1.103
118	11	1.127
118	12	1.113
118	13	1.129
118	14	1.116
118	15	1.119
118	16	1.116
118	17	1.126
118	18	1.129
118	19	1.125
118	20	1.125
118	21	1.122
118	22	1.122
119	1	1.098
119	2	1.117
119	3	1.116
119	4	1.120
119	5	1.121
119	6	1.119
119	7	1.124
119	8	1.138
119	9	1.120
119	10	1.103
119	11	1.127
119	12	1.117
119	13	1.130
119	14	1.117
119	15	1.121
119	16	1.115
119	17	1.126
119	18	1.129
119	19	1.123
119	20	1.127
119	21	1.126
119	22	1.125
120	1	1.089
120	2	1.116
120	3	1.108
120	4	1.116
120	5	1.115
120	6	1.117
120	7	1.124
120	8	1.134
120	9	1.119
120	10	1.101
120	11	1.128
120	12	1.119
120	13	1.123
120	14	1.113
120	15	1.119
120	16	1.115
120	17	1.122
120	18	1.123
120	19	1.116
120	20	1.118
120	21	1.118
120	22	1.117
121	1	1.093
121	2	1.120
121	3	1.117
121	4	1.118
121	5	1.120
121	6	1.121
121	7	1.127
121	8	1.141
121	9	1.120
121	10	1.102
121	11	1.126
121	12	1.122
121	13	1.127
121	14	1.117
121	15	1.120
121	16	1.118
121	17	1.128
121	18	1.128
121	19	1.119
121	20	1.127
121	21	1.122
121	22	1.122
122	1	1.095
122	2	1.121
122	3	1.117
122	4	1.120
122	5	1.118
122	6	1.122
122	7	1.127
122	8	1.135
122	9	1.121
122	10	1.102
122	11	1.131
122	12	1.124
122	13	1.129
122	14	1.116
122	15	1.122
122	16	1.118
122	17	1.128
122	18	1.127
122	19	1.122
122	20	1.125
122	21	1.128
122	22	1.127
123	1	1.099
123	2	1.117
123	3	1.110
123	4	1.123
123	5	1.119
123	6	1.116
123	7	1.127
123	8	1.140
123	9	1.120
123	10	1.104
123	11	1.127
123	12	1.126
123	13	1.127
123	14	1.120
123	15	1.119
123	16	1.118
123	17	1.124
123	18	1.127
123	19	1.126
123	20	1.123
123	21	1.124
123	22	1.124
124	1	1.091
124	2	1.120
124	3	1.109
124	4	1.112
124	5	1.118
124	6	1.113
124	7	1.123
124	8	1.136
124	9	1.120
124	10	1.099
124	11	1.126
124	12	1.120
124	13	1.122
124	14	1.115
124	15	1.116
124	16	1.111
124	17	1.122
124	18	1.124
124	19	1.115
124	20	1.122
124	21	1.119
124	22	1.121
125	1	1.092
125	2	1.119
125	3	1.111
125	4	1.118
125	5	1.117
125	6	1.121
125	7	1.125
125	8	1.136
125	9	1.122
125	10	1.104
125	11	1.123
125	12	1.124
125	13	1.131
125	14	1.116
125	15	1.119
125	16	1.116
125	17	1.122
125	18	1.127
125	19	1.118
125	20	1.120
125	21	1.123
125	22	1.122
126	1	1.090
126	2	1.116
126	3	1.111
126	4	1.120
126	5	1.115
126	6	1.113
126	7	1.121
126	8	1.138
126	9	1.118
126	10	1.105
126	11	1.132
126	12	1.127
126	13	1.122
126	14	1.118
126	15	1.117
126	16	1.114
126	17	1.121
126	18	1.127
126	19	1.119
126	20	1.119
126	21	1.123
126	22	1.121
127	1	1.092
127	2	1.116
127	3	1.108
127	4	1.120
127	5	1.119
127	6	1.114
127	7	1.123
127	8	1.137
127	9	1.117
127	10	1.099
127	11	1.123
127	12	1.125
127	13	1.124
127	14	1.112
127	15	1.113
127	16	1.113
127	17	1.123
127	18	1.122
127	19	1.117
127	20	1.118
127	21	1.120
127	22	1.118
128	1	1.094
128	2	1.119
128	3	1.116
128	4	1.119
128	5	1.113
128	6	1.120
128	7	1.126
128	8	1.137
128	9	1.121
128	10	1.102
128	11	1.130
128	12	1.125
128	13	1.123
128	14	1.113
128	15	1.118
128	16	1.112
128	17	1.124
128	18	1.125
128	19	1.120
128	20	1.114
128	21	1.124
128	22	1.123
129	1	1.095
129	2	1.123
129	3	1.117
129	4	1.117
129	5	1.119
129	6	1.116
129	7	1.127
129	8	1.140
129	9	1.125
129	10	1.102
129	11	1.125
129	12	1.121
129	13	1.123
129	14	1.112
129	15	1.116
129	16	1.115
129	17	1.121
129	18	1.128
129	19	1.119
129	20	1.115
129	21	1.124
129	22	1.127
130	1	1.094
130	2	1.118
130	3	1.116
130	4	1.123
130	5	1.116
130	6	1.116
130	7	1.122
130	8	1.140
130	9	1.121
130	10	1.099
130	11	1.126
130	12	1.120
130	13	1.127
130	14	1.115
130	15	1.117
130	16	1.114
130	17	1.123
130	18	1.124
130	19	1.120
130	20	1.111
130	21	1.120
130	22	1.122
131	1	1.091
131	2	1.121
131	3	1.119
131	4	1.119
131	5	1.115
131	6	1.116
131	7	1.125
131	8	1.142
131	9	1.125
131	10	1.101
131	11	1.130
131	12	1.122
131	13	1.123
131	14	1.119
131	15	1.120
131	16	1.116
131	17	1.127
131	18	1.129
131	19	1.120
131	20	1.119
131	21	1.127
131	22	1.123
132	1	1.091
132	2	1.119
132	3	1.115
132	4	1.116
132	5	1.116
132	6	1.119
132	7	1.121
132	8	1.141
132	9	1.123
132	10	1.100
132	11	1.125
132	12	1.120
132	13	1.126
132	14	1.116
132	15	1.118
132	16	1.115
132	17	1.125
132	18	1.127
132	19	1.117
132	20	1.121
132	21	1.124
132	22	1.123
133	1	1.092
133	2	1.111
133	3	1.115
133	4	1.115
133	5	1.118
133	6	1.119
133	7	1.121
133	8	1.134
133	9	1.118
133	10	1.100
133	11	1.127
133	12	1.125
133	13	1.125
133	14	1.113
133	15	1.118
133	16	1.117
133	17	1.123
133	18	1.126
133	19	1.116
133	20	1.116
133	21	1.124
133	22	1.120
134	1	1.091
134	2	1.119
134	3	1.118
134	4	1.122
134	5	1.119
134	6	1.119
134	7	1.128
134	8	1.143
134	9	1.120
134	10	1.102
134	11	1.126
134	12	1.124
134	13	1.125
134	14	1.118
134	15	1.120
134	16	1.116
134	17	1.125
134	18	1.131
134	19	1.124
134	20	1.114
134	21	1.125
134	22	1.123
